0.000000E+00	7.937610E+04
1.002506E-09	-7.721672E+04
2.005013E-09	-1.469389E+04
3.007519E-09	9.380649E+04
4.010025E-09	-1.400855E+04
5.012531E-09	-5.881779E+04
6.015038E-09	2.389810E+04
7.017544E-09	1.899936E+04
8.020050E-09	-4.396974E+04
9.022556E-09	-6.997102E+04
1.002506E-08	1.729885E+05
1.102757E-08	-1.053511E+05
1.203008E-08	-9.499346E+04
1.303258E-08	1.639874E+05
1.403509E-08	-9.257021E+04
1.503759E-08	-1.134125E+04
1.604010E-08	9.877168E+03
1.704261E-08	-4.224974E+04
1.804511E-08	7.752216E+04
1.904762E-08	6.030565E+04
2.005013E-08	-3.532214E+04
2.105263E-08	-2.081080E+04
2.205514E-08	-4.525930E+03
2.305764E-08	-6.112771E+04
2.406015E-08	2.768060E+04
2.506266E-08	-5.910778E+04
2.606516E-08	1.913488E+04
2.706767E-08	-1.032619E+05
2.807018E-08	5.365339E+04
2.907268E-08	-4.550242E+04
3.007519E-08	1.144777E+04
3.107769E-08	4.172452E+04
3.208020E-08	9.645408E+03
3.308271E-08	4.883748E+02
3.408521E-08	3.752450E+04
3.508772E-08	1.546470E+04
3.609023E-08	-1.283203E+04
3.709273E-08	-2.118887E+04
3.809524E-08	6.612360E+03
3.909774E-08	5.014094E+04
4.010025E-08	-1.518479E+04
4.110276E-08	-3.651430E+04
4.210526E-08	4.537864E+04
4.310777E-08	9.739885E+02
4.411028E-08	4.358051E+04
4.511278E-08	3.434525E+03
4.611529E-08	1.051135E+04
4.711779E-08	-4.209573E+04
4.812030E-08	-1.157148E+04
4.912281E-08	-1.098969E+03
5.012531E-08	-9.016213E+03
5.112782E-08	5.862276E+04
5.213033E-08	-1.445466E+05
5.313283E-08	2.376738E+04
5.413534E-08	-6.978097E+04
5.513784E-08	4.914738E+04
5.614035E-08	-1.442828E+04
5.714286E-08	-1.070436E+04
5.814536E-08	-6.565954E+04
5.914787E-08	4.684180E+04
6.015038E-08	7.427186E+04
6.115288E-08	2.686262E+03
6.215539E-08	1.499516E+04
6.315789E-08	-3.009578E+04
6.416040E-08	-7.882343E+03
6.516291E-08	5.610520E+04
6.616541E-08	2.253606E+05
6.716792E-08	4.120508E+05
6.817043E-08	7.566824E+05
6.917293E-08	1.169504E+06
7.017544E-08	1.621200E+06
7.117794E-08	2.036637E+06
7.218045E-08	2.346340E+06
7.318296E-08	2.538195E+06
7.418546E-08	2.486448E+06
7.518797E-08	2.889779E+06
7.619048E-08	3.023541E+06
7.719298E-08	3.155544E+06
7.819549E-08	2.971721E+06
7.919799E-08	3.227312E+06
8.020050E-08	3.338632E+06
8.120301E-08	3.293040E+06
8.220551E-08	3.202399E+06
8.320802E-08	3.300602E+06
8.421053E-08	2.948077E+06
8.521303E-08	2.857967E+06
8.621554E-08	2.803214E+06
8.721805E-08	2.801989E+06
8.822055E-08	2.804381E+06
8.922306E-08	2.897702E+06
9.022556E-08	2.937317E+06
9.122807E-08	3.130739E+06
9.223058E-08	3.000005E+06
9.323308E-08	2.853940E+06
9.423559E-08	2.774598E+06
9.523810E-08	2.797633E+06
9.624060E-08	2.744556E+06
9.724311E-08	2.554552E+06
9.824561E-08	1.995561E+06
9.924812E-08	2.079899E+06
1.002506E-07	1.814638E+06
1.012531E-07	1.552127E+06
1.022556E-07	1.527111E+06
1.032581E-07	1.216675E+06
